id,i_dialog,i_utterance,speaker,utterance,Expected
731,80,13,Phoebe,"I know it's le poo right now, but it'll get better.",5
732,81,0,Ross,So tell me something. What does the phrase 'no date pact' mean to you?,5
733,81,1,Monica,"I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby.",5
734,81,2,Chandler,Fun Bobby? Your ex-boyfriend Fun Bobby?,5
735,81,3,Monica,Yeah.,5
736,81,4,Joey,You know more than one Fun Bobby?,5
737,81,5,Chandler,I happen to know a Fun Bob.,5
738,81,6,Rachel,"Okay, here we go...",5
739,81,7,Joey,"Ooh ooh ooh ooh, there's no room for milk!",5
740,81,8,Rachel,There. Now there is.,5
741,81,9,Carol,All you need is a woman who likes men and you'll be set.,5
742,81,10,Carol,Not her.,5
743,82,0,Phoebe,Hey!,5
744,82,1,Monica,Hey!,5
745,82,2,Phoebe,"So listen, you know my friend Chris who owns the crematorium?",5
746,82,3,Monica,Crematorium Chris? Sure!,5
747,82,4,Phoebe,"He says, that he would cremate my fur coat for free if I umm, y'know, bring in the next person I know who dies.",5
748,82,5,Rachel,"Oh my God! Oh my God, look at these pelts!",5
749,82,6,Monica,"Don't get too attached, she's having it cremated.",5
750,82,7,Rachel,What?,5
751,82,8,Rachel,"Uhh, Phoebe, honey, honey, I know you're quirky and I get a big kick out of it, we all do actually, but if you destroy a coat like this that is like a crime against nature!",5
752,82,9,Rachel,"Not nature,",5
753,82,10,Phoebe,"This is fashion?!  Okay, so to you,",5
754,83,0,Chandler,I?m sorry you?re here with me instead of Roger.,5
755,83,1,Monica,"Yeah, me too.",5
756,83,2,Chandler,"Well, I could make it seem like he?s here.",5
757,83,3,Chandler,"""Here?s some little known facts about cous-cous.",5
758,83,4,Chandler,"They didn?t add the second cous until 1979.""",5
759,83,5,Monica,Stop it!! That?s not funny!!,5
760,83,6,Chandler,Okay.,5
761,83,7,Chandler,At a fake game!!,5
762,83,8,Ross,"Now, if you wanna try to make some of it back, I?d be glad to play you for it.",5
763,83,9,Ross,"But I should warn you, I am",5
764,83,10,Chandler,Okay! Now I assume the Saucer card came up when you played last.,5
765,83,11,Ross,No.,5
766,83,12,Chandler,"Hmm, let?s see if it comes up this time.",5
767,84,0,Ross,Electrifying.  Emphatic time-time-time,5
768,84,1,Monica,"Y'know, there?s a",5
769,84,2,Phoebe,It?s so inspired! Look at him! Look at him go!,5
770,84,3,Ross,Thank you guys-guys-guys,5
771,84,4,Monica,"Hey, aren?t you up next?",5
772,84,5,Phoebe,"Oh no, I?m not playing tonight.",5
773,84,6,Rachel,Why not?,5
774,84,7,Phoebe,I can?t follow Ross! It?d be like those bicycle ridding chimps that followed,5
775,84,8,Monica,"Phoebe, Ross sucks!",5
776,84,9,Rachel,"Phoebe, the place has emptied because of him.",5
777,84,10,Phoebe,"Oh my God, he?s not even appreciated in his own time. I would give anything to not be appreciated in my own time!",5
778,84,11,Monica,"Okay. Umm, Phoebe, you suck too.",5
779,84,12,Rachel,"Yeah, Phoebe you?re? awful!",5
780,84,13,Phoebe,You guys. You suck too.,5
781,85,0,Larry,You look beautiful this evening.,5
782,85,1,Phoebe,Show me the badge again.,5
783,85,2,Phoebe,Shiny.,5
784,85,3,Larry,"Oh, will you mind if I wash up? Because I came straight from work and who knows where these babies  have been.",5
785,85,4,Phoebe,You are just nonstop!,5
786,85,5,Larry,We're outta here!,5
787,85,6,Phoebe,Why?!,5
788,85,7,Larry,Just walking past the kitchen I saw 10 violations! I'm shutting this place down!,5
789,85,8,Phoebe,You have the power to do that?,5
790,85,9,Larry,This does.,5
791,85,10,Phoebe,Shut it down.,5
792,86,0,Rachel,"Okay, I need a, I need a drink!",5
793,86,1,Ross,"Oh, hey y'know, they-they really overcharge you for that stuff.",5
794,86,2,Ross,But who cares?!,5
795,86,3,Ross,Because it's all on me!,5
796,86,4,Ross,"That is, one big drink!",5
797,86,5,Rachel,Macadamia nut?,5
798,86,6,Ross,Umm? Wow! That's-that's some pricey nut!,5
799,86,7,Rachel,Hm-mmm!,5
800,86,8,Ross,"Really like those Macadamia nuts, huh?",5
801,86,9,Rachel,Nope!,5
802,87,0,Rachel,"Joey, Joey I am so sorry.",5
803,87,1,Joey,I told you not to move it!,5
804,87,2,Joey,"Rach, how would you feel if say, I wanted to move your mom, and you said don?t, and I did it anyway and her",5
805,87,3,Rachel,"Okay, come on?Joey, I?ll buy you a new one!",5
806,87,4,Rachel,All right?,5
807,87,5,Rachel,We?ll go down to the store right now and we?ll-we?ll get you a new chair.,5
808,87,6,Joey,She?s not even cold yet!,5
809,87,7,Rachel,"But don?t you think Rosita would?ve wanted you to move on? I mean y?know, she did always put?your comfort first.",5
810,87,8,Joey,That?s true.,5
811,87,9,Rachel,Okay? You ready?,5
812,87,10,Joey,"Yeah, I?  I don?t want Stevie to see her like this.",5
813,88,0,Phoebe,"Oh no, the Mendels, they hate all living things, right?",5
814,88,1,Rachel,Oh.  Hi. We just found this cat and we're looking for the owner.,5
815,88,2,Mr. Heckles,"Er, yeah, it's mine.",5
816,88,3,Phoebe,He seems to hate you. Are you sure?,5
817,88,4,Mr. Heckles,"Yeah, it's my cat. Give me my cat.",5
818,88,5,Phoebe,Wait a minute. What's his name?,5
819,88,6,Mr. Heckles,Ehhhh... B-Buttons.,5
820,88,7,Rachel,Bob Buttons?,5
821,88,8,Mr. Heckles,"Mmm. Bob Buttons. Here, Bob Buttons.",5
822,88,9,Phoebe,Oooh! You are a very bad man!,5
823,88,10,Mr. Heckles,You owe me a cat.,5
824,89,0,Rachel,"Anastassakis/Papasifakis wedding, excellent!",5
825,89,1,Rachel,"{It?s a good thing Jennifer Aniston is Greek, because she had to pronounce those names.",5
826,89,2,Rachel,"Luckily for me, they were written on a sign.}",5
827,89,3,Rachel,Congratulations.,5
828,89,4,Rachel,Mazel Tov!,5
829,89,5,Rachel,Hi!,5
830,89,6,Rachel,"Oh, great hat.",5
831,89,7,Rachel,"Listen umm, I need you to perform another wedding.",5
832,89,8,Rachel,Can you do that?,5
833,89,9,The Rabbi,I don?t know. Are they Greek Orthodox?,5
834,89,10,Rachel,"Yeah! Yeah. They?re?they?re-they?re my friends, uh, Monica Stephanopolus and uh, and Chandler Acidofolus.",5
835,90,0,Ross,Y'know what? I'm really not in the mood.,5
836,90,1,Joey,"Look, Ross, I feel really bad. I mean, you're going through all this stuff and I just acted like a jerk.",5
837,90,2,Chandler,"Yeah, we are so sorry.",5
838,90,3,Phoebe,You're kinda stepping on the song.,5
839,90,4,Joey,"Look, we were",5
840,90,5,Monica,"Whatever you decide, whatever you do.",5
841,90,6,Phoebe,"Okay,",5
842,90,7,Ross,"Look, this is hard enough! I really need you guys right now.",5
843,90,8,Phoebe,Yes! Exactly! And that's why,5
844,90,9,Monica,Why don't you come over tonight? And I'll make you favorite dinner.,5
845,90,10,Ross,Okay. Thanks you guys. Pheebs are you wearing fur?,5
846,90,11,Phoebe,"Okay, let's get some perspective people; it's not like I'm wearing a seeing-eye dog coat!",5
847,91,0,Rachel,"Oh my God, I'm starting to look like my great aunt, Muriel.",5
848,91,1,Ross,All right.,5
849,91,2,Ross,Y'know what?,5
850,91,3,Ross,We don?t have to go downstairs!,5
851,91,4,Ross,We can bring Vegas up to us!,5
852,91,5,Ross,"All right, come on, come on, we'll play some blackjack.",5
853,91,6,Ross,Here we go.,5
854,91,7,Ross,13,5
855,91,8,Rachel,Hit me!,5
856,91,9,Ross,"Oohh, 23.  Which is what we play to at this casino! You win 10 dollars!",5
857,91,10,Rachel,I bet 20.,5
858,91,11,Ross,You're right!,5
859,92,0,Monica,So we can be friends who sleep together.,5
860,92,1,Richard,"Absolutely, this will just be something we do, like racquetball.",5
861,92,2,Monica,"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?",5
862,92,3,Richard,Just your dad.  Although that?s actually racquetball. You know I-I do have a blind date with my sister?s neighbour next Tuesday.,5
863,92,4,Monica,Oh.,5
864,92,5,Richard,You want me to cancel it?,5
865,92,6,Monica,No!  No!,5
866,92,7,Richard,Okay.,5
867,92,8,Monica,"?Cause if you do that means you?d be cancelling it for me, and we?re just friends.",5
868,92,9,Richard,Exactly.,5
869,93,0,Rachel,"Okay, here we go.",5
870,93,1,Rachel,"I'm Jabba's prisoner, and you have a really weird look on your face.",5
871,93,2,Rachel,What?,5
872,93,3,Rachel,"Honey, what is it?",5
873,93,4,Rachel,Did I get it wrong?,5
874,93,5,Rachel,Did I get the hair wrong?,5
875,93,6,Rachel,What?,5
876,93,7,Rachel,Did you just picture it differently?,5
877,93,8,Rachel,What?,5
878,93,9,Rachel,What?,5
879,93,10,Ross,"No, no it's, um, it's not you, um, it's um, it's",5
880,93,11,Ross,"I hate Chandler, the bastard ruined my life.",5
881,94,0,Joey,"Oooh, what you got there?",5
882,94,1,Phoebe,Pastrami.,5
883,94,2,Joey,"Oh-ho-ho, yeah! Hey! Y?know what goes good with that?",5
884,94,3,Phoebe,"Hm-mm, corn beef.",5
885,94,4,Joey,"Ooh, I was gonna say bologna, but that?s much better. How about a little of that smoked turkey?",5
886,94,5,Phoebe,Okay.,5
887,94,6,Joey,Oh mama! Uh when-when is the baby due?,5
888,94,7,Phoebe,Six months.,5
889,94,8,Joey,"Ugh. Now if a cow should die of natural causes, I can have one of those right?",5
890,94,9,Phoebe,Not if I get there first.,5
891,95,0,Monica,Hey! There you are!,5
892,95,1,Chandler,There I am!,5
893,95,2,Monica,Are you okay?,5
894,95,3,Chandler,"Yeah, Joey said I uh, I needed to relax so he gave me an antihistamine.",5
895,95,4,Monica,What?!,5
896,95,5,Chandler,"Yeah, and then I fell asleep on the subway and went all the way to Brooklyn. Brooklyn is f-far!!",5
897,95,6,Monica,"Chandler, what were you thinking?",5
898,95,7,Chandler,"I don?t know, but don?t worry, don?t worry, because I know how to take a picture now.",5
899,95,8,Chandler,"Okay, see?",5
900,95,9,Chandler,"Look down , look down, look down",5
901,95,10,Monica,Chandler?,5
902,95,11,Chandler,Yeah!,5
903,96,0,Phoebe,Ooh Monica!,5
904,96,1,Monica,Hi!,5
905,96,2,Phoebe,Oh my God! I had the,5
906,96,3,Monica,I?I have to fire him.,5
907,96,4,Phoebe,But why?!,5
908,96,5,Monica,"Because he?s terrible! Okay, he?s slow, he burns things, last night he lit my pastry chef on fire!",5
909,96,6,Phoebe,"Well maybe he was just nervous, y?know you can be very intimidating.",5
910,96,7,Phoebe,And besides I?ve met your pastry chef and she can stand to be taken down a peg or two.,5
911,96,8,Monica,"Well, now she has no eyebrows, mission accomplished.",5
912,96,9,Phoebe,"But Monica, he loves his job so much! Can you just give him another chance? Please?",5
913,96,10,Monica,"All right, but if-if he lights someone else on fire he is out of there!",5
914,96,11,Phoebe,"That?s fair! Thank you so much. Thanks. Oops, it looks like when he got the pastry chef he got you a little bit too.",5
915,96,12,Monica,I paid to have this done.,5
916,96,13,Phoebe,Love it!,5
917,97,0,Chandler,OH MY GOD!!!,5
918,97,1,Joey,WHAT?!!,5
919,97,2,Chandler,Are you all right?!,5
920,97,3,Joey,Yeah...,5
921,97,4,Chandler,What happened?!!,5
922,97,5,Joey,"Awww, man! He promised he wouldn?t take the chairs!!",5
923,97,6,Chandler,What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!,5
924,97,7,Joey,"Well, this guy came by to look at the unit and-and he said he didn?t think big enough to fit a grown man!",5
925,97,8,Chandler,So?You got in,5
926,97,9,Joey,"I was tryin? to make a sale!! Oh, man, if I ever run into that guy again, do you know what I?m gonna do?",5
927,97,10,Chandler,BEND OVER?!!!,5
928,98,0,Rachel,"Well, we?re a little early, the lecture doesn?t end for 15 minutes.",5
929,98,1,Monica,"Yeah, but y?know we could sneak in and watch.",5
930,98,2,Rachel,"Yeah, we could.",5
931,98,3,Rachel,Oh hey look!,5
932,98,4,Rachel,There?s some Kappa Kappa Deltas!,5
933,98,5,Rachel,I was a Kappa.,5
934,98,6,Rachel,Hey sisters!,5
935,98,7,Rachel,"Wow, we really are bitches.",5
936,98,8,Ross,Right!,5
937,98,9,Ross,So when Rigby got his samples back from the laboratory he made a startling discovery!,5
938,98,10,Ross,"What he believed to be igneous, was in fact sedimentary.",5
939,98,11,Ross,Imagine his consternation when? Oh bloody hell.,5
940,99,0,Chandler,Did she call?,5
941,99,1,Phoebe,"No, sorry.",5
942,99,2,Chandler,"All right, maybe I should call her.",5
943,99,3,Joey,"No! Forget her, man! You don?t need her, you don?t need that!",5
944,99,4,Ross,"He?s right, what she did was unforgivable.",5
945,99,5,Chandler,"Well, yeah, but y'know, what-what if I was wrong?",5
946,99,6,Ross,How might you be wrong?,5
947,99,7,Chandler,"Well y'know, what if she didn?t actually sleep with the guy?",5
948,99,8,Joey,"Dude, tell me she actually told you this.",5
949,99,9,Chandler,"She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!",5
950,99,10,Ross,That?s all you?re basing this on?,5
951,99,11,Chandler,"That?s not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat.",5
952,99,12,Joey,"Whoa-whoa, that-that was just a theory! There?s a lot of theories that didn?t pan out. The lone gunman. Communism. Geometry.",5
953,99,13,Chandler,Oh my God!!,5
954,100,0,Richard,"Hey Joey, could you uh, go through these lines with me?",5
955,100,1,Melissa,"Hmm Phoebe, were you ever in a sorority?",5
956,100,2,Phoebe,"Of course! Yeah, I was uh, umm Thigh Mega Tampon.",5
957,100,3,Melissa,What one?,5
958,100,4,Phoebe,"Yeah! Y?know, we were really huge too, but then they had to shut us down when Regina Philange died of alcohol poisoning.",5
959,100,5,Melissa,"Oh, isn?t a shame when one girl ruins it for the whole bunch?",5
960,100,6,Rachel,"Anyway, speaking of drinking too much.",5
961,100,7,Rachel,"I was uh, tellin? Phoebe about that one crazy night after the Sigma Chi luau where you and I uh, we made out.",5
962,100,8,Melissa,What?,5
963,100,9,Rachel,"Remember?! We?come on, we both had the sarongs on, and we had the-the coconut bikini tops",5
964,100,10,Melissa,Yeah?,5
965,100,11,Rachel,we went back to the house and we got really silly and we?we made out.,5
966,100,12,Melissa,"Oh wow, Ray-ray I have no idea what you?re talking about.",5
967,100,13,Phoebe,Really?!,5
968,101,0,Ross,Cassie?!,5
969,101,1,Cassie,Hey Ross!,5
970,101,2,Ross,Hey!,5
971,101,3,Cassie,"It?s been so long! Last time I saw you, you were setting up your tent in line to see",5
972,101,4,Ross,"Oh. Oh, that?s right. So-so you did see me that day, because it seemed like you didn?t.",5
973,101,5,Tag,I?m ready for more.,5
974,101,6,Rachel,Tag,5
975,101,7,Tag,"Come on Rach, let?s give it another try.",5
976,101,8,Rachel,I?m having a baby.,5
977,101,9,Tag,Oh.,5
978,101,10,Rachel,You can go.,5
979,101,11,Tag,Thank you.,5
980,102,0,Monica,"She picked Rachel. I mean, she tried to back out of it, but it was obvious. She picked Rachel.",5
981,102,1,Chandler,"He took my joke, he took it.",5
982,102,2,Monica,It?s wrong. You know what else is wrong? Phoebe picking Rachel.,5
983,102,3,Chandler,You know who else picked Rachel?,5
984,102,4,Chandler,"Ross, and you know what else Ross did?",5
985,102,5,Chandler,He stole my joke.,5
986,102,6,Chandler,You know what?,5
987,102,7,Chandler,I?m going to get a joke journal.,5
988,102,8,Chandler,Y?know?,5
989,102,9,Chandler,And document the date and time of every single one of my jokes.,5
990,102,10,Monica,That?s a good idea.,5
991,102,11,Chandler,Yeah!,5
992,102,12,Monica,Do you know what?s a bad idea?,5
993,102,13,Chandler,Picking Rachel.,5
994,103,0,Celia,Talk to me.,5
995,103,1,Ross,"OK.... um, a weird thing happened to me on the train this morning...",5
996,103,2,Celia,No no no. Talk... dirty.,5
997,103,3,Ross,"Wha... what, here?",5
998,103,4,Celia,Yes...,5
999,103,5,Ross,Ah....,5
1000,103,6,Celia,Say something.....,5
1001,103,7,Ross,Er.... um.....,5
1002,103,8,Celia,What?,5
1003,103,9,Ross,Um... uh.... vulva.,5
1004,104,0,Ross,Hey!,5
1005,104,1,Joey,How ya doin??,5
1006,104,2,Chandler,"Hey so, did uh, did she move out?",5
1007,104,3,Joey,"Pretty much, yeah.",5
1008,104,4,Monica,I cannot believe you broke up with her just like that.,5
1009,104,5,Joey,"Well, when it?s not right, you know it.",5
1010,104,6,Chandler,You okay?,5
1011,104,7,Joey,Yeah! Yeah. I?ll be all right.,5
1012,104,8,Ross,Y?know what would cheer you up?,5
1013,104,9,Joey,What?,5
1014,104,10,Ross,"I?m giving this lecture on erosion theories tomorrow night, I think you should come.",5
1015,104,11,Joey,You?re right! That did cheer me up!,5
1016,105,0,Monica,You can not do this.,5
1017,105,1,Rachel,"Do what, do what?",5
1018,105,2,Monica,Roger wants to take her out tomorrow night.,5
1019,105,3,Rachel,No! Phoebes! Don't you remember why you dumped the guy?,5
1020,105,4,Phoebe,"'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!",5
1021,105,5,Monica,"But Phoebe, you can go out with a creepy guy any night of the year. I know I do.",5
1022,105,6,Rachel,"Well, what are you guys doing tomorrow night?",5
1023,105,7,Rachel,"Okay, okay, I checked.",5
1024,105,8,Rachel,"We have: Earl Grey, English Breakfast, Cinnamon Stick, Camomile, Mint Medley, Blackberry, and.. oh, wait, there's one more, um..",5
1025,105,9,Rachel,Lemon Soother.,5
1026,105,10,Rachel,"You're not the guy that asked for the tea, are you?",5
1027,105,11,Rachel,Okay.,5
1028,106,0,Chandler,Damn,5
1029,106,1,Joey,"Hey, you're back!",5
1030,106,2,Chandler,Hey.,5
1031,106,3,Joey,How was your conference?,5
1032,106,4,Chandler,"It was terrible. I fought with  my colleagues y'know, the entire time. Are you kidding with this? (Throws away another",5
1033,106,5,Joey,"Oh, so your weekend was a total bust?",5
1034,106,6,Chandler,"Uh, no, I got to see Donald Trump waiting for an elevator.",5
1035,106,7,Monica,Hi!,5
1036,106,8,Joey,"Hey, you're back too!",5
1037,106,9,Monica,"Yeah. Umm, Chandler can I talk to you outside for a second?",5
1038,106,10,Joey,"Hey, how was your chef thing?",5
1039,106,11,Monica,"Oh, it was awful.  I guess some people just don't appreciate really good food.",5
1040,107,0,Chandler,Well hello!,5
1041,107,1,Joey,Where have you been?,5
1042,107,2,Chandler,The doctor.,5
1043,107,3,Ross,Is everything okay?,5
1044,107,4,Chandler,"Oh yes! Just had me a little nubbin-ectomy. Yep! Two nipples, no waiting.",5
1045,107,5,Monica,Wow! It?s like Rachel in High School.,5
1046,107,6,Rachel,What?!!,5
1047,107,7,Monica,"Come on! Come on, I was kidding! It was such an obvious joke!",5
1048,107,8,Chandler,"That was an obvious joke, and I didn?t think of it.",5
1049,107,9,Chandler,Why didn?t I think of it?,5
1050,107,10,Chandler,The source of all my powers.,5
1051,107,11,Chandler,"Oh dear God, what have I done!",5
1052,108,0,Phoebe,"Oh, I thought you weren?t coming. What? Where were you?",5
1053,108,1,Leslie,"Come here, come here.  Okay, don?t get mad, okay.",5
1054,108,2,Phoebe,"Okay, don?t give me a reason to get mad, okay",5
1055,108,3,Leslie,"I played Smelly Cat for the people at my old ad agency, they went nuts.",5
1056,108,4,Phoebe,"No, look, I told you that I didn?t want you to try and sell it, and you just, you big fat did it anyway.",5
1057,108,5,Phoebe,"God, y'know what, I think five years ago I probably would?ve done anything to play with you but, I can do it by myself.",5
1058,108,6,Phoebe,And if I can?t trust you then just forget it.,5
1059,108,7,Leslie,"No, no, I don?t want to forget it.",5
1060,108,8,Phoebe,Okay y'know what you have to choose.,5
1061,108,9,Phoebe,"All right, if-if the most important thing on the planet to you is this cat poopy thing then, okay you can have Smelly Cat, but we won?t be partners.",5
1062,108,10,Phoebe,So what?s it gonna be?,5
1063,109,0,Monica,"Mail call, Rachel Green, bunk seven.",5
1064,109,1,Rachel,"Thank you.  Oh, cool! Free sample of coffee!",5
1065,109,2,Monica,Oh good! 'Cause where else would we get any?,5
1066,109,3,Rachel,Oh. Right. ...Oh great.,5
1067,109,4,Monica,What is it?,5
1068,109,5,Rachel,Country club newsletter.,5
1069,109,6,Rachel,My mother sends me the engagement notices for 'inspiration.',5
1070,109,7,Rachel,Oh my God!,5
1071,109,8,Rachel,"Oh my God, it's Barry and Mindy!",5
1072,109,9,Monica,Barry who you almost...?,5
1073,109,10,Rachel,Barry who I almost.,5
1074,109,11,Monica,"And Mindy, your maid of...?",5
1075,109,12,Rachel,"Mindy, my maid of. Oh!",5
1076,109,13,Monica,"That's Mindy? Wow, she is pretty.  Lucky. To have had a friend like you.",5
1077,110,0,Chandler,"Well, that?s the best kiss I?ve had with anyone I?ve ever met in a men?s room.",5
1078,110,1,Ginger,"Actually, me too.",5
1079,110,2,Chandler,"Op, foot in a puddle, foot all in a puddle.",5
1080,110,3,Ginger,"Oh damn, I hate that.",5
1081,110,4,Chandler,"Yeah, we?re gonna have to get you out of those shoes.",5
1082,110,5,Ginger,"Oh, don?t worry about it.",5
1083,110,6,Chandler,"No, really you?re gonna freeze.",5
1084,110,7,Ginger,"No, I?m not.",5
1085,110,8,Chandler,"You?re not, what do you, what do you got a bionic foot?",5
1086,110,9,Ginger,"Some day, maybe.",5
1087,111,0,Joey,"OK, listen I?ve been on sets before, so let me give you a little advice, alright?",5
1088,111,1,Joey,"It?s a show, but we?re just dancing, OK?",5
1089,111,2,Joey,It?s no big deal.,5
1090,111,3,Joey,The important thing to remember ? stay cool.,5
1091,111,4,Ross,Got it!,5
1092,111,5,Ross,Oh my God it?s just like I dreamed it!,5
1093,111,6,Director,"OK, everyone gather up.",5
1094,111,7,Ross,?Scuse us,5
1095,111,8,Director,"Here?s what?s gonna happen. The music?s gonna start, you?re gonna dance, we?re gonna tape, you don?t look at the camera. Any questions?",5
1096,111,9,Ross,"Yeah, I have a question. When is this gonna air?",5
1097,111,10,Director,"Uh, yeah.",5
1098,111,11,Director,"Now you guys dance over there, you guys over there, and I want you two right around here, and everyone else spread out.",5
1099,111,12,Joey,Ross! So when is it gonna air?,5
1100,112,0,Phoebe,"No, no, no. I'm sorry. It's """,5
1101,112,1,Stephanie,"Smelly cat, smel-ly cat",5
1102,112,2,Phoebe,Better. Yeah.,5
1103,112,3,Stephanie,Yeah?,5
1104,112,4,Phoebe,"Yeah, much better. And you know what, don't feel bad, because it's a hard song.",5
1105,112,5,Stephanie,Yeah.,5
1106,112,6,Phoebe,You wanna try it again?,5
1107,112,7,Stephanie,Yeah. From the top?,5
1108,112,8,Phoebe,"Ok, there is no top. That's the beauty of Smelly Cat. Um, why don't you just follow me?",5
1109,112,9,Stephanie,Ok.,5
1110,112,10,Phoebe,Mmmm hmmm.,5
1111,112,11,Phoebe,That's too much. Sorry.,5
1112,113,0,Rachel,Oh my God!,5
1113,113,1,Phoebe,"I know! Monica?s gonna have a baby! Hey, can this count as her something new?",5
1114,113,2,Rachel,Oh my God!,5
1115,113,3,Phoebe,"Hey, do you think this is why Chandler took off?",5
1116,113,4,Rachel,"No, she had to have just taken that test because I took out the trash last night.",5
1117,113,5,Phoebe,"Oh God, this is turning into the worst wedding day ever! The bride is pregnant. The groom is missing. And I?m still holding this.",5
1118,113,6,Rachel,"Okay Phoebe, we cannot tell anyone about this.",5
1119,113,7,Phoebe,Right.,5
1120,113,8,Rachel,Okay?,5
1121,113,9,Phoebe,"Yeah, okay. Hey, wait. Do you know what kind of birth control she was using?",5
1122,113,10,Rachel,No. Why?,5
1123,113,11,Phoebe,"Just for the future, this is hardly a commercial for it.",5
1124,114,0,Chandler,Morning.,5
1125,114,1,Joey,"Morning, hey, you made pancakes?",5
1126,114,2,Chandler,"Yeah, like there's any way I could ever do that.",5
1127,114,3,Janice,"Monica and Rachel had syrup, now I can get my man to cheer up.  Good morning Joey.",5
1128,114,4,Joey,Good morning.,5
1129,114,5,Chandler,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me.",5
1130,114,6,Janice,"Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer.",5
1131,114,7,Ross,"So I told Carl, ?Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.? But of course this went in one ear and out.....",5
1132,114,8,Rachel,I love how he cares so much about stuff. If I squint I can pretend he?s Alan Alda.,5
1133,114,9,Monica,"Oh good, another dinosaur story. When are those gonna become extinct?",5
1134,114,10,Chandler,If I was a superhero who could fly,5
1135,114,11,Gunther,What does Rachel see in this guy? I love Rachel. I wish she was my wife.,5
1136,114,12,Phoebe,Who?s singing?,5
1137,115,0,Rachel,I cannot believe I?m gonna meet Jessica Ashley!,5
1138,115,1,Joey,Okay wait-wait p-please be cool! Okay? I work with this woman.,5
1139,115,2,Rachel,"Okay, I?m totally cool!",5
1140,115,3,Jessica Ashley,Come in.,5
1141,115,4,Joey,Hey Jessica.,5
1142,115,5,Rachel,Hey Jess.,5
1143,115,6,Joey,"Ah, this is my friend Rachel.",5
1144,115,7,Jessica Ashley,Hi.,5
1145,115,8,Rachel,?Sup?,5
1146,115,9,Joey,"Uh listen, here?s your Soapie. I accepted it for ya.",5
1147,115,10,Jessica Ashley,Oh my God! I won! Do you have any idea what this means?!,5
1148,115,11,Joey,"Well, that-that-that?s it? You?re gonna, you?re gonna put it on your shelf or anything?",5
1149,115,12,Chandler,Why?,5
1150,115,13,Mr. Geller,You stole my moves.,5
1151,116,0,Dr. Green,just because you?re not in love with the guy you can?t,5
1152,116,1,Phoebe,"Wow, you told your dad the truth.",5
1153,116,2,Rachel,About an hour ago.,5
1154,116,3,Phoebe,Wanna go see a movie?,5
1155,116,4,Rachel,Yes!  Bye daddy.,5
1156,116,5,Dr. Green,there?s gonna be a wedding!,5
1157,116,6,Dr. Green,That?s unacceptable Rachel!,5
1158,116,7,Dr. Green,What the hell does love have to do with it anyway?!,5
1159,116,8,Dr. Green,There are more important things in a marriage other than love!,5
1160,116,9,Dr. Green,constantly thinking about things!,5
1161,116,10,Dr. Green,You have to think about the consequences of your decision.,5
1162,116,11,Joey,Hey! I do too think about the consequences of my decisions!  What gives you the right to?  Go to hell!  Stupid guy on my phone.,5
1163,117,0,Rachel,"Oh, and then, we got into this big, stupid fight.",5
1164,117,1,Rachel,"I just, it was awful.",5
1165,117,2,Rachel,"I told him he treats me like a park ranger, or something, oh and then I told him I wanted to take a break, I don?t want to take a break.",5
1166,117,3,Mark,Wow. I?m sorry. Eggroll?,5
1167,117,4,Monica,"Okay, so it doesn?t involve Ross or Rachel or Chandler or Joey. But, what about Pete?",5
1168,117,5,Phoebe,No!,5
1169,117,6,Monica,What is it?! What about Pete?,5
1170,117,7,Phoebe,I don?t know!,5
1171,117,8,Monica,"Okay, I feel like I?m talking to Lassie. All right, Phoebe would you just tell me!",5
1172,117,9,Phoebe,I can?t!!,5
1173,117,10,Monica,"Okay, I gotta go.",5
1174,117,11,Phoebe,"I, but you?re so close! No!",5
1175,117,12,Monica,"Okay, does it involve something to do with Pete?s computer company?",5
1176,117,13,Phoebe,"Oh, just go. You?re never gonna get it!",5
1177,118,0,Chandler,Hi.,5
1178,118,1,Monica,Hey!,5
1179,118,2,Chandler,Why is Phoebe singing to Carl Mulden?,5
1180,118,3,Phoebe,"Ooh, y?know what, I think it?s time for puppy to go out again. Come on, let?s go to the balcony.",5
1181,118,4,Monica,What?!,5
1182,118,5,Phoebe,"Umm, the street. Come on, let?s go to the street. Ooh, listen, don?t go onto the balcony until after I get back.",5
1183,118,6,Monica,"So, did you do it?",5
1184,118,7,Chandler,I-I think we have too.,5
1185,118,8,Kathy,Okay. Bye.,5
1186,118,9,Chandler,Bye.  Are you still out there?,5
1187,118,10,Kathy,No.,5
1188,119,0,Monica,I don?t believe this!,5
1189,119,1,Monica,"Wow, look at this refrigerator!",5
1190,119,2,Monica,It?s gigantic!,5
1191,119,3,Monica,I mean I could live in this thing!,5
1192,119,4,Monica,"I?d be cold, but I?m always cold.",5
