"speaker","utterance","emotion","annotation"
"Chandler","One is, ""Bring me food.""","neutral","4000001"
"Chandler","Two is, ""Im with a girl, bring us food.""","neutral","4000001"
"Chandler","Three is, ""Im lost and I cant find food.""","neutral","4000001"
"Joey","Hey! Is uh, is she gonna be all right?","non-neutral","1101020"
"Monica","Yeah! Shes right in there!","joy","2300000"
"Joey","Oh great.   Hey! Go take off those pants, they look ready!","joy","1400000"
"Joey","Hey!","neutral","3200000"
"Monica","Hey!","neutral","3200000"
"Joey","You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!","surprise","0010040"
"Phoebe","Oh, I took Larry there to eat but it was all violated. So we shut it down!","disgust","1000004"
"Joey","Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!","non-neutral","0012020"
"Monica","I don't know, clean places?","neutral","3000011"
"Joey","Umm, yum!","neutral","3200000"
"Monica","It's Danny.","neutral","5000000"
"Rachel","Don't let him in! I'm supposed to be at a regatta gala.","fear","0004100"
"Monica","We'll be right there!  Can't you just say it starts later?","non-neutral","2000021"
"Rachel","What? What kind of a regatta gala starts at night?!","surprise","0000050"
"Monica","The fake kind!","non-neutral","2100110"
"Danny","Hey, hi, I need a ladle. You got a ladle?","neutral","4000010"
"Monica","We have a ladle.","neutral","5000000"
"Danny","Thanks, see you at the party.","neutral","3200000"
"Monica","Okay, great!","joy","1400000"
"Phoebe","Hey, guys, you know what Larry would say? He would say, ""See you ladle.""","neutral","3200000"
"Monica","You're so efficient. I love you!","joy","0500000"
"Chandler","Let's go!","joy","1300010"
"Monica","No-no-no! We need something old!","non-neutral","1201010"
"Chandler","Ohh, great, I have condom in my wallet I've had since I was twelve.","non-neutral","2210000"
"Monica","That'll work!","joy","0400010"
"Chandler","I don't think so.","neutral","3011000"
"Monica","Okay, now we just need something borrowed!","joy","1300010"
"Chandler","Here justtake this.","neutral","3200000"
"Monica","That's stealing!","non-neutral","0001022"
"Chandler","No, we'll-we'll bring it back! Just put it under your dress.","neutral","3100010"
"Monica","Ohh.","non-neutral","2100020"
"Chandler","Okay, one thing at a time.","neutral","4100000"
"Barry","Sorry about that. So. What have you been up to?","neutral","4010000"
"Rachel","Oh, not much. I-I got a job.","joy","2300000"
"Barry","Oh, that's great.","joy","0500000"
"Rachel","Why are- why are you so tanned?","surprise","2000030"
"Barry","Oh, I, uh- I went to Aruba.","neutral","3200000"
"Monica","Noooo!  I'm lying. I am so drunk.","joy","1300010"
"Rachel","Oh God, oh.","non-neutral","1100012"
"Rachel","Great, Monica, y'know what, you could've called, I have been up here, I've been worried...","sadness","0031100"
"Rachel","Monica? Monica!","non-neutral","0102110"
"Monica","Water rules!","joy","0500000"
"Rachel","Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?","neutral","3000101"
"Monica","Nope. Going to the","neutral","5000000"
"Rachel","Okay Monica, what are you doing? You're gonna lose your job! This is not you!","non-neutral","0011210"
"Monica","No, it is me!","joy","0400100"
"Monica","Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!","anger","2000300"
"Monica","Y'know, when I'm with her, I am so much more than that.","non-neutral","2100200"
"Monica","I'm- I'm Monana!","joy","2300000"
"Rachel","Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.","neutral","4100000"
"Monica","Helloooo? Yeah. Oh my God. Thanks.","joy","0300020"
"Rachel","What?","neutral","3100010"
"Monica","They've arrested Monica.","non-neutral","1020020"
"Joey","Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.","neutral","5000000"
"Ross","Now, do you have any idea what you just said?","neutral","3000020"
"Joey","No, no, my mouth    says the words, my brain is thinking monster trucks!","neutral","3101000"
"Ross","Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.","neutral","4100000"
"Ross","I just...","neutral","5000000"
"Ross","I wrote that out phonetically for you.","neutral","5000000"
"Joey","Phonetically?","neutral","3000020"
"Ross","Yeah, yeah that means... you know? We just... we don't have time    for this.","neutral","4010000"
"Joey","Ok.","neutral","5000000"
"Ross","Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!","surprise","0000050"
"Joey","Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".","non-neutral","1200020"
"Ross","Wow. What does","surprise","1000040"
"Joey","No idea!","non-neutral","2200010"
"Joey","But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".","non-neutral","1010021"
"Ross","Ok! So let's move on to the Renaissance?","neutral","3100010"
"Joey","Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .","neutral","4000010"
"Ross","Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't","non-neutral","0000221"
"Joey","Come on! you...","neutral","3000200"
"Ross","No!","anger","0000500"
"Ross","Oh.  Oh-oh.","neutral","3101000"
"Rachel","Hey!  What happened to you? Why didnt you come up?","surprise","0000050"
"Ross","Done!","joy","1300010"
"Rachel","You just finished?","non-neutral","1100021"
"Ross","Well, I wanted to be thorough.","neutral","3101000"
"Ross","I mean this-this is clearly very, very important to you, to us!","non-neutral","1201010"
"Ross","And so I wanted to read every word carefully, twice!","non-neutral","1202000"
"Rachel","So umm, does it?","neutral","3002000"
"Ross","Im sorry.","sadness","1040000"
"Rachel","Does it?","fear","2003000"
"Ross","Does it? Does it? Yeah, I wanted to give that whole Does it? part just another glance.","neutral","4001000"
"Rachel","What are you talking about, Ross, you just said that you read it twice!","anger","0000410"
"Rachel","Look, y'know what, either it does or it doesnt, and if you have to even","anger","0000302"
"Ross","No, Rach, no. I dont, I dont, I dont","neutral","3020000"
"Rachel","Are you sure?","non-neutral","0102200"
"Ross","Oh, sure! Im sure.","non-neutral","2200010"
"Rachel","I know.","neutral","3100001"
"Russell","You got married again.","neutral","4000010"
"Ross","Yes.","neutral","5000000"
"Russell","So thats your second marriage in two years.","neutral","3000020"
"Ross","Yes, second in two years. Third overall.","neutral","5000000"
"Russell","Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.","neutral","3000011"
"Russell","Why dont you tell me what happened.","neutral","5000000"
"Ross","Basically, Rachel and I were in Vegas and we got drunk","neutral","5000000"
"Russell","Im sorry, is this the same Rachel whos name you said at the altar in the second marriage?","surprise","1000031"
"Ross","Yes-yes-yes! But, I-I do","non-neutral","1111010"
"Russell","Oh, thats better then.","neutral","4100000"
"Ross","This was just a drunken mistake and I need to get it annulled.","neutral","4010000"
"Russell","I see. Have you considered therapy?","neutral","5000000"
"Ross","I think just the","neutral","5000000"
"Russell","There are a couple of forms to fill out.","neutral","5000000"
"Ross","Easy.","neutral","5000000"
"Russell","And well need to have witnesses who can testify that you were not of uh, sound mind.","neutral","5000000"
"Ross","No problem.","neutral","5000000"
"Russell","And well need you and Rachel to testify before a judge.","neutral","5000000"
"Ross","Ooh!","surprise","0000050"
"Ross","Theres no way to do this without her?","surprise","1001030"
"Ross","Cause I kinda all ready told her uh, it was, it was already taken care of.","fear","2003000"
"Chandler","No!","non-neutral","1000211"
"Monica","Okay.","neutral","3020000"
"Ross","So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.","neutral","4100000"
"Joey","But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.","neutral","4100000"
"Phoebe","Alright, here's my $7.50.  But I think you should know that this money is cursed.","neutral","4001000"
"Joey","What?","surprise","0000050"
"Phoebe","Oh, I cursed it. So now bad things will happen to he who spends it.","neutral","4100000"
"Chandler","That's alright, I'll take it.","neutral","4100000"
"Chandler","Bad things happen to me anyway.","neutral","4010000"
"Chandler","This way I can break 'em up with a movie.","neutral","4100000"
"Ross","Well, that just leaves the big Green poker machine, who owes fifteen...","neutral","5000000"
"Joey","Ah!  Huh?","surprise","0000050"
"Phoebe","You wanna do it right now?","neutral","4000010"
"Julie","Great!","joy","0500000"
"Phoebe","Ok, I just wanna be really sure this time. Andie McDowell's the girl from","neutral","3001010"
"Rachel","No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from","neutral","3000011"
"Phoebe","Oh, yeah. Ok, thank you.","neutral","3200000"
"Rachel","You're welcome.","neutral","4100000"
"Ross","is for me not to see you anymore.","sadness","1030100"
"Rachel","That's crazy!","surprise","0000230"
"Rachel","You can't do that!","non-neutral","0010220"
"Rachel","What are you going to tell her?","non-neutral","1002011"
"Rachel","Oh God.","fear","0004001"
"Rachel","Ohh, you already agreed to this, haven't you?","non-neutral","0011111"
"Ross","It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.","sadness","0041000"
"Ross","And I do, I have to make","sadness","1030100"
"Rachel","Ohh! Lucky me! Oh my God! That","non-neutral","0000221"
"Ross","You have no idea what a nightmare this has been. This is so hard.","sadness","0031001"
"Rachel","Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.","anger","0000410"
"Ross","What are you doing?","surprise","1010030"
"Rachel","Storming out!","anger","0000500"
"Ross","Rachel, this is your apartment.","neutral","4010000"
"Rachel","Yeah, well that's how mad I am!!","anger","0000500"
"Joey","These little women. Wow!","surprise","0200030"
"Chandler","Your liking it, huh?","neutral","3200000"
"Joey","Oh yeah! Amy just burned Jos manuscript. I dont see how he could ever forgive her.","joy","1300010"
"Ross","Umm, Jos a girl, its short for Josephine.","neutral","3100010"
"Phoebe","Chandler.","neutral","5000000"
"Chandler","Hi.","neutral","5000000"
"Frank","Hi.","neutral","5000000"
"Phoebe","Joey.","neutral","5000000"
"Joey","Hey-hey!","joy","0500000"
"Frank","Hey.","neutral","5000000"
"Phoebe","This is Monica.","neutral","5000000"
"Frank","Whoa!","surprise","0100040"
"Phoebe","And this is Rachel.","neutral","5000000"
"Rachel","Hi!","joy","0400010"
"Frank","Whoa!!","surprise","0100040"
"Phoebe","Im gonna get coffee.","neutral","5000000"
"Frank","Hey, how do you guys get anything done?","non-neutral","1200020"
"Chandler","We dont, really.","neutral","4100000"
"Rachel","Well, so, now, do you guys have a lot of big plans?","neutral","4000010"
"Phoebe","Oh yeah! Yeah, no, were gonna connect, y'know bond, and everything.","non-neutral","2200010"
"Frank","Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.","neutral","3200000"
"Frank","And, oh, um, my friend Larry, he wants me to take a picture of a hooker.","neutral","4100000"
"Chandler","You know, we dont really take advantage of living in the city.","non-neutral","2020010"
"Joey","I know.","neutral","3020000"
"Rachel","Okay, Chandler!","neutral","4100000"
"Chandler","Okay.","neutral","5000000"
"Rachel","And your horoscope says, ""On the fifth a special someone is going to give you a gift.""","non-neutral","2200010"
"Chandler","Oh, well thank you in advance.","joy","2300000"
"Rachel","Op, but the twelfth brings a lovers spat.","surprise","2000030"
"Rachel","Oh, wait and on the nineteenth a secret crush announces itself.","surprise","1000040"
"Joey","Hey guys!","neutral","3200000"
